"Fecha","AAPL.Close","MSFT.Close","NVDA.Close","AMZN.Close","META.Close","GOOGL.Close","AVGO.Close","GOOG.Close","TSLA.Close","WMT.Close","INTC.Close","JPM.Close","F.Close","NKE.Close","GS.Close","NFLX.Close","CVX.Close","ADBE.Close","BAC.Close","C.Close"
2022-01-03,182.009994506836,334.75,30.121000289917,170.404495239258,338.540008544922,144.991500854492,66.3320007324219,145.074493408203,399.926666259766,48.216667175293,53.2099990844727,161.699996948242,21.7700004577637,164.669998168945,395.329986572266,597.369995117188,119.26000213623,564.369995117188,46.1800003051758,63.0999984741211
2022-01-04,179.699996948242,329.010009765625,29.2900009155273,167.522003173828,336.529998779297,144.399505615234,67.0920028686523,144.41650390625,383.196655273438,47.3333320617676,53.1399993896484,167.830001831055,24.3099994659424,166.389999389648,407.480010986328,591.150024414062,121.430000305176,554,47.9900016784668,63.5900001525879
2022-01-05,174.919998168945,316.380004882812,27.6040000915527,164.356994628906,324.170013427734,137.774993896484,64.3000030517578,137.653503417969,362.706665039062,47.973331451416,53.8699989318848,163.779998779297,23.6599998474121,162.25,398.630004882812,567.52001953125,122.220001220703,514.429992675781,47.1800003051758,62.8499984741211
2022-01-06,172,313.880004882812,28.17799949646,163.253997802734,332.459991455078,137.747497558594,63.7029991149902,137.550994873047,354.899993896484,47.8400001525879,54.0099983215332,165.520004272461,24.4599990844727,161.039993286133,396.929992675781,553.289978027344,123.26000213623,514.119995117188,48.1300010681152,64.9100036621094
2022-01-07,172.169998168945,314.040008544922,27.2469997406006,162.554000854492,331.790008544922,137.016998291016,61.9150009155273,137.004501342773,342.320007324219,48.2966651916504,53.439998626709,167.160003662109,24.4400005340576,156.970001220703,397.510009765625,541.059997558594,125.029998779297,510.700012207031,49.1800003051758,65.7799987792969
2022-01-10,172.190002441406,314.269989013672,27.3999996185303,161.485992431641,328.070007324219,138.669494628906,62.1160011291504,138.574005126953,352.706665039062,48.2033348083496,55.2099990844727,167.320007324219,23.8500003814697,150.440002441406,399.170013427734,539.849975585938,125.110000610352,525.830017089844,48.9300003051758,66.0299987792969
2022-01-11,175.080001831055,314.980010986328,27.8169994354248,165.361999511719,334.369995117188,139.735992431641,62.2050018310547,140.017501831055,354.799987792969,48.0666656494141,55.9099998474121,167.490005493164,24.3500003814697,150.300003051758,403.049987792969,540.840026855469,127.970001220703,529.890014648438,49.2099990844727,67.1100006103516
2022-01-12,175.529998779297,318.269989013672,27.9990005493164,165.207000732422,333.260009765625,141.43049621582,62.2000007629395,141.647994995117,368.739990234375,47.8133316040039,55.7400016784668,168.440002441406,24.4699993133545,152.210006713867,390.309997558594,537.219970703125,127.330001831055,532.369995117188,48.8600006103516,67.2799987792969
2022-01-13,172.190002441406,304.799987792969,26.5750007629395,161.214004516602,326.480010986328,138.587005615234,59.7190017700195,139.130996704102,343.853332519531,48.4900016784668,54.939998626709,168.229995727539,25.0200004577637,149.589996337891,390.799987792969,519.200012207031,126.800003051758,516.900024414062,48.7599983215332,67.7799987792969
2022-01-14,173.070007324219,310.200012207031,26.9419994354248,162.138000488281,331.899993896484,139.480499267578,59.6370010375977,139.786499023438,349.869995117188,48.3533325195312,55.7000007629395,157.889999389648,25.1900005340576,148.179992675781,380.940002441406,525.690002441406,128.960006713867,520.599975585938,47.9099998474121,66.9300003051758
2022-01-18,169.800003051758,302.649993896484,25.9029998779297,158.917495727539,318.149993896484,135.998001098633,57.7789993286133,136.290496826172,343.503326416016,47.5066680908203,54.7599983215332,151.270004272461,24.3799991607666,146.949996948242,354.399993896484,510.799987792969,129.380004882812,513.340026855469,46.2599983215332,65.3000030517578
2022-01-19,166.229995727539,303.329986572266,25.0669994354248,156.29899597168,319.589996337891,135.116500854492,56.3969993591309,135.651992797852,331.883331298828,47.9799995422363,53.6199989318848,148.929992675781,22.4500007629395,145.110000610352,347.320007324219,515.859985351562,128.910003662109,516.580017089844,46.439998626709,64.2399978637695
2022-01-20,164.509994506836,301.600006103516,24.1499996185303,151.667495727539,316.559997558594,133.307495117188,54.7719993591309,133.506500244141,332.089996337891,47.0733337402344,52.0400009155273,147.660003662109,21.6499996185303,142.729995727539,348.100006103516,508.25,128.449996948242,510.850006103516,45.75,64.4599990844727
2022-01-21,162.410003662109,296.029998779297,23.3740005493164,142.643005371094,303.170013427734,130.351501464844,53.3230018615723,130.091995239258,314.633331298828,46.7299995422363,52.0400009155273,145.080001831055,20.6499996185303,142.949996948242,343.910003662109,397.5,126.910003662109,499.910003662109,44.9199981689453,63.2700004577637
2022-01-24,161.619995117188,296.369995117188,23.3719997406006,144.544006347656,308.709991455078,130.804000854492,54.1580009460449,130.371994018555,310,46.7333335876465,51.939998626709,144.949996948242,20.3899993896484,146,343.390014648438,387.149993896484,127.180000305176,519.659973144531,44.5499992370605,62.7000007629395
2022-01-25,159.779998779297,288.489990234375,22.3239994049072,139.985992431641,300.149993896484,126.934997558594,53.4140014648438,126.735496520996,306.133331298828,45.716667175293,51,146.529998779297,19.9799995422363,145.479995727539,341.549987792969,366.420013427734,132.589996337891,502.720001220703,45.4300003051758,64.1100006103516
2022-01-26,159.690002441406,296.709991455078,22.7719993591309,138.872497558594,294.630004882812,129.233001708984,55.7120018005371,129.240005493164,312.470001220703,45.25,51.689998626709,147.919998168945,19.9099998474121,143.990005493164,342.679992675781,359.700012207031,132.690002441406,500.809997558594,45.9000015258789,64.75
2022-01-27,159.220001220703,299.839996337891,21.9440002441406,139.637496948242,294.640014648438,129.005004882812,54.2309989929199,129.121002197266,276.366668701172,45.2799987792969,48.0499992370605,145.309997558594,19.5499992370605,144.639999389648,341.029998779297,386.700012207031,135.369995117188,493.049987792969,45.4700012207031,64.1500015258789
2022-01-28,170.330001831055,308.260009765625,22.8400001525879,143.977996826172,301.709991455078,133.350997924805,56.0099983215332,133.289505004883,282.116668701172,45.8400001525879,47.7299995422363,146.610000610352,19.5400009155273,145.910003662109,347.010009765625,384.359985351562,130.610000610352,518.159973144531,45.8699989318848,64.6900024414062
2022-01-31,174.779998779297,310.980010986328,24.4860000610352,149.573501586914,313.260009765625,135.303497314453,58.5880012512207,135.698501586914,312.239990234375,46.6033325195312,48.8199996948242,148.600006103516,20.2999992370605,148.070007324219,354.679992675781,427.140014648438,131.330001831055,534.299987792969,46.1399993896484,65.120002746582
2022-02-01,174.610000610352,308.760009765625,24.6380004882812,151.193496704102,319,137.643997192383,59.2719993591309,137.878494262695,310.416656494141,46.9700012207031,48.9500007629395,151.149993896484,20.6599998474121,148.220001220703,364.059997558594,457.130004882812,134.789993286133,535.97998046875,46.939998626709,66.5599975585938
2022-02-02,175.839996337891,313.459991455078,25.242000579834,150.612503051758,323,148,60.3429985046387,148.036499023438,301.886657714844,46.9500007629395,49.5099983215332,149.940002441406,20.6299991607666,148.710006713867,363.059997558594,429.480010986328,135.410003662109,533.090026855469,46.8899993896484,66.2300033569336
2022-02-03,172.899993896484,301.25,23.9479999542236,138.845504760742,237.759994506836,143.089996337891,58.0849990844727,142.650497436523,297.046661376953,46.9966659545898,48.2799987792969,148.699996948242,19.8899993896484,145.309997558594,358.880004882812,405.600006103516,134.199996948242,510.829986572266,46.4300003051758,65.2600021362305
2022-02-04,172.389999389648,305.940002441406,24.3190002441406,157.639495849609,237.089996337891,143.292999267578,59.015998840332,143.016006469727,307.773345947266,46.4433326721191,48.0099983215332,152.559997558594,17.9599990844727,145.389999389648,367.600006103516,410.170013427734,135.880004882812,513.539978027344,48.2799987792969,66.0800018310547
2022-02-07,171.660003662109,300.950012207031,24.7280006408691,157.935501098633,224.910003662109,139.20100402832,58.7630004882812,138.938003540039,302.446655273438,45.9866676330566,48.1800003051758,153.070007324219,17.8899993896484,145.139999389648,368.149993896484,402.100006103516,138.550003051758,507.100006103516,48.5099983215332,66.3600006103516
2022-02-08,174.830001831055,304.559997558594,25.1079998016357,161.413497924805,220.179992675781,139.399002075195,60.0219993591309,139.212997436523,307.333343505859,45.9966659545898,48.810001373291,155.949996948242,17.7199993133545,143.529998779297,370.100006103516,403.529998779297,136.440002441406,511.309997558594,49.3800010681152,67.120002746582
2022-02-09,176.279998779297,311.209991455078,26.7049999237061,161.189498901367,232,141.591995239258,61.1339988708496,141.453002929688,310.666656494141,45.8966674804688,49.9099998474121,156.600006103516,18.3500003814697,146.259994506836,374.529998779297,412.890014648438,137.789993286133,521.75,49.2799987792969,67.8399963378906
2022-02-10,172.119995117188,302.380004882812,25.8239994049072,159.003494262695,228.070007324219,138.619995117188,59.1360015869141,138.602493286133,301.516662597656,45.3600006103516,48.8600006103516,155.949996948242,18.0799999237061,144.820007324219,370.570007324219,406.269989013672,136.039993286133,495.019989013672,49.0499992370605,67.5
2022-02-11,168.639999389648,295.040008544922,23.9489994049072,153.293502807617,219.550003051758,134.282501220703,57.3419990539551,134.130004882812,286.666656494141,45.1100006103516,47.6300010681152,153.919998168945,17.5499992370605,140.179992675781,363.059997558594,391.309997558594,138.809997558594,473.970001220703,47.9199981689453,67.1500015258789
2022-02-14,168.880004882812,295,24.2670001983643,155.167007446289,217.699996948242,135.526000976562,57.8580017089844,135.300003051758,291.920013427734,44.6500015258789,47.5800018310547,152.490005493164,17.4599990844727,141.589996337891,360.239990234375,396.570007324219,136.669998168945,474.010009765625,47.4199981689453,66.4599990844727
2022-02-15,172.789993286133,300.470001220703,26.4950008392334,156.510498046875,221,136.608505249023,60.2770004272461,136.425506591797,307.476654052734,44.7900009155273,48.439998626709,154.720001220703,18.0799999237061,145.580001831055,363.940002441406,407.459991455078,134.259994506836,479.5,47.7900009155273,67
2022-02-16,172.550003051758,299.5,26.5109996795654,158.100494384766,216.539993286133,137.738006591797,59.7210006713867,137.487503051758,307.796661376953,44.5099983215332,48.2299995422363,155,18.0100002288818,146.490005493164,360.049987792969,398.079986572266,134.300003051758,477.700012207031,47.6800003051758,66.9499969482422
2022-02-17,168.880004882812,290.730010986328,24.5069999694824,154.652496337891,207.710006713867,132.539001464844,57.9000015258789,132.308502197266,292.116668701172,46.2933311462402,47.5699996948242,151.429992675781,17.5400009155273,142.800003051758,349.059997558594,386.670013427734,133.610000610352,457.709991455078,46.0699996948242,64.7099990844727
2022-02-18,167.300003051758,287.929992675781,23.6420001983643,152.601501464844,206.160003662109,130.40299987793,57.9990005493164,130.467498779297,285.660003662109,45.9966659545898,45.0400009155273,152.139999389648,18.0400009155273,142.949996948242,346.040008544922,391.290008544922,133.419998168945,442.559997558594,45.9599990844727,64.1399993896484
2022-02-22,164.320007324219,287.720001220703,23.3899993896484,150.197494506836,202.080001831055,129.813507080078,57.7459983825684,129.402496337891,273.843322753906,45.4833335876465,44.689998626709,151.869995117188,17.2900009155273,138.190002441406,344.269989013672,377.380004882812,132.399993896484,438.399993896484,45.560001373291,63.8899993896484
2022-02-23,160.070007324219,280.269989013672,22.386999130249,144.826995849609,198.449996948242,127.587997436523,56.5190010070801,127.584999084473,254.679992675781,45.0166664123535,44.6500015258789,148.690002441406,16.9500007629395,136.830001831055,341.190002441406,367.459991455078,135.550003051758,429.450012207031,44.7799987792969,63.2200012207031
2022-02-24,162.740005493164,294.589996337891,23.7479991912842,151.358001708984,207.600006103516,132.690994262695,58,132.673492431641,266.92333984375,44.843334197998,46.7200012207031,144.550003051758,17.1499996185303,137.169998168945,340.190002441406,390.029998779297,134.850006103516,463.820007324219,43.5999984741211,60.6699981689453
